Permit Class Mapped,Original Zip,Original Address,Property Legal Description,Total Job Valuation,Total Existing Bldg SQFT,Project Name,Day Issued,Contractor Company Name,Contractor Zip
Residential,78734.0,203 LAGO VERDE DR,LOT 5 BLK 1 RIO VISTA ADDN,0.0,0.0,203 LAGO VERDE DR,THURSDAY,Arbogast Homes LP.,
Residential,78734.0,205 LAGO VERDE DR,LOT 67 BLK 1 RIO VISTA ADDN,0.0,0.0,205 LAGO VERDE DR,THURSDAY,Arbogast Homes LP.,
Residential,78734.0,205 LAGO VERDE DR,LOT 67 BLK 1 RIO VISTA ADDN,0.0,0.0,205 LAGO VERDE DR,THURSDAY,Arbogast Homes LP.,
Residential,78704.0,910 RETAMA ST,LOT 6061 ARBOLES TERRACE,0.0,0.0,910 RETAMA ST,THURSDAY,"Greater Austin Builders, LLC **MAIN**",78605
Residential,78704.0,2102 OXFORD AVE,LOT 45 BLK D OAK HILL ADDN,0.0,0.0,2102 OXFORD AVE,THURSDAY,"Greater Austin Builders, LLC **MAIN**",78605
Residential,78757.0,1512 BRENTWOOD ST,LOT 21  W 10FT OF LOT 22 BLK J VIOLET CROWN HEIGHTS SEC 2 RESUB,0.0,0.0,1512 BRENTWOOD ST,THURSDAY,Sago Homes,78757
Residential,78703.0,1512 GASTON AVE,E 65FT OF LOT 8 BLK 29 PEMBERTON HEIGHTS SEC 10,0.0,0.0,1512 GASTON AVE,MONDAY,DRAKE DEVELOP BUILD,78703
Residential,78757.0,5800 CARY DR,LOT 1 BLK B ALLANDALE OAKS,0.0,1878.0,5800 CARY DR,FRIDAY,DAR Construction,78714-2028
Residential,78703.0,2316 W 7TH ST,LOT 6 BLK A TIMBERLAKE ADDN,0.0,0.0,2316 W 7TH ST,SATURDAY,Waldrop Beckworth LLC  **MAIN**,78701
Residential,78702.0,1206 COTTON ST,50 X 214 FT OF LOT 1 BLK 7 OLT 56 DIV B ROBERTSON GEO L SUBD,0.0,0.0,1206 COTTON ST,MONDAY,Cooee Yakka LLC,78702
Residential,78702.0,1206 COTTON ST,50 X 214 FT OF LOT 1 BLK 7 OLT 56 DIV B ROBERTSON GEO L SUBD,0.0,0.0,1206 COTTON ST,MONDAY,Cooee Yakka LLC,78702
Residential,78722.0,3001 BREEZE TER,LOT 10 BLK 5 OLT 31 DIV C FOREST HILLS SUBD,0.0,879.0,3001 BREEZE TER,WEDNESDAY,,
Residential,78722.0,3001 BREEZE TER,LOT 10 BLK 5 OLT 31 DIV C FOREST HILLS SUBD,0.0,0.0,3001 BREEZE TER,WEDNESDAY,Clean Tag LLC,78745
Residential,78751.0,4911 DUVAL ST,ABS 789 SUR 57 WALLACE J P ACR 3110,0.0,0.0,4911 DUVAL ST,FRIDAY,Friedman General Contracting (**Main**),78749
Residential,78751.0,4911 DUVAL ST,ABS 789 SUR 57 WALLACE J P ACR 3110,0.0,0.0,4911 DUVAL ST,FRIDAY,Friedman General Contracting (**Main**),78749
Residential,78750.0,11903 BROOKWOOD CV,LOT 14 BLK A BALCONES VILLAGE SEC 9,0.0,636.0,11903 BROOKWOOD CV,MONDAY,Trinity Pools & Scapes LLC,78738
Commercial,78701.0,203 W 10TH ST,LOT A TEXAS BANKERS ADDN TOTAL SQ FT 24532,0.0,12000.0,203 W 10TH ST,MONDAY,Lindamood Demolition,75060
Residential,78703.0,804 NORWALK LN,ABS 697 SUR 7 SPEAR G W ACR 7272,0.0,0.0,804 NORWALK LN,TUESDAY,Driftwood Outdoors,78734
Residential,78757.0,2708 CLARKDALE LN,LOT 17 BLK L NORTHTOWNE WEST SEC 2,0.0,0.0,2708 CLARKDALE LN,THURSDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78747.0,10103 PINEHURST DR,LOT 11 BLK M ONION CREEK SEC 6A,0.0,3980.0,10103 PINEHURST DR,THURSDAY,AAR Inc.,78642
Residential,78747.0,10103 WILD DUNES DR,LOT 16 BLK L ONION CREEK SEC 6A,0.0,4375.0,10103 WILD DUNES DR,THURSDAY,AAR Inc.,78642
Residential,78747.0,11204 PINEHURST DR,LOT 55 BLK B ONION CREEK SEC 2 AMENDED,0.0,4464.0,11204 PINEHURST DR,THURSDAY,AAR Inc.,78642
Residential,78747.0,10101 PINEHURST DR,LOT 12 BLK M ONION CREEK SEC 6A,0.0,5900.0,10101 PINEHURST DR,THURSDAY,AAR Inc.,78642
Residential,78747.0,4701 S PINEHURST DR,LOT 14 BLK D ONION CREEK SEC 2 AMENDED,0.0,3680.0,4701 S PINEHURST DR,THURSDAY,AAR Inc.,78642
Residential,78747.0,4612 INDIAN WELLS DR,LOT 13 BLK B ONION CREEK SEC 2 AMENDED,0.0,3640.0,4612 INDIAN WELLS DR,THURSDAY,AAR Inc.,78642
Residential,78747.0,4515 WILD DUNES CT,LOT 18 BLK L ONION CREEK SEC 6A,0.0,4450.0,4515 WILD DUNES CT,THURSDAY,AAR Incorporated,77041
Residential,78747.0,4516 WILD DUNES CT,LOT 21 BLK L ONION CREEK SEC 6A,0.0,4880.0,4516 WILD DUNES CT,THURSDAY,AAR Inc.,78642
Residential,78704.0,2506 SOUTHLAND DR,LOT 3 BLK A SOUTHWEST TERRACE SEC 1,0.0,0.0,2506 SOUTHLAND DR,WEDNESDAY,Mission Home Builders LLC,78745
Commercial,78704.0,2209 S 1ST ST,N96 FT BLK 2 FAULKS SUBD LOT 1011 BLK 2 BOULDIN ADDN SOUTH EXTENSION,0.0,0.0,2209 S 1ST ST,TUESDAY,"IE2 CONSTRUCTION, INC",78758
Commercial,78704.0,2209 S 1ST ST,N96 FT BLK 2 FAULKS SUBD LOT 1011 BLK 2 BOULDIN ADDN SOUTH EXTENSION,0.0,0.0,2209 S 1ST ST,MONDAY,"IE2 CONSTRUCTION, INC",78758
Commercial,78704.0,2209 S 1ST ST,N96 FT BLK 2 FAULKS SUBD LOT 1011 BLK 2 BOULDIN ADDN SOUTH EXTENSION,0.0,0.0,2209 S 1ST ST,MONDAY,"IE2 CONSTRUCTION, INC",78758
Commercial,78702.0,3404 GOVALLE AVE,LOT 56  W 4024 FT OF LOT 4 PICKLE CLARA SUBD  162 AC OF OLT 4749 DIV A,0.0,0.0,3404 GOVALLE AVE,WEDNESDAY,DAR Construction,78714-2028
Residential,78704.0,2406 HAVENSIDE DR,LOT 4 BLK B SOUTHWOOD SEC 2,0.0,0.0,2406 HAVENSIDE DR,TUESDAY,DAR Construction,78714-2028
Residential,78756.0,5200 WOODVIEW AVE,S 25FT OF LOT 15  N 25 FT OF LOT 16 BLK 14 SHOALMONT ADDN RESUB,0.0,0.0,5200 WOODVIEW AVE,TUESDAY,Kata Homes Inc.,78750
Residential,78756.0,5200 WOODVIEW AVE,S 25FT OF LOT 15  N 25 FT OF LOT 16 BLK 14 SHOALMONT ADDN RESUB,0.0,0.0,5200 WOODVIEW AVE,TUESDAY,Kata Homes Inc.,78750
Residential,78704.0,3208 LOCKE LN,LOT 5 BLK K GARDEN OAKS SEC 2,0.0,1058.0,3208 LOCKE LN,THURSDAY,,78665
Residential,78704.0,1811 KINNEY AVE,LOT 5 HALDEMAN LAMAR SUBD,0.0,0.0,1811 KINNEY AVE,THURSDAY,CCG Development **MAIN**,78746
Residential,78757.0,1307 JUSTIN LN,LOT 11 BLK 5 CRESTVIEW ADDN SEC 1,0.0,0.0,1307 JUSTIN LN,THURSDAY,CCG Development **MAIN**,78746
Residential,78751.0,5415 EVANS AVE,LOT 1516 BLK 29 HIGHLANDS THE,0.0,0.0,5415 EVANS AVE,MONDAY,"Paradisa Homes, LLC***MAIN***",78752
Residential,78702.0,1604 MIRIAM AVE,LOT 9 BLK 9 OLT 31 DIV B ULIT H SECOND ADDN,0.0,0.0,1604 MIRIAM AVE,TUESDAY,DAR Construction,78714-2028
Commercial,78703.0,1510 PALMA PLZ,LOT 52A COFFMAN ROXAN ADDN,0.0,0.0,1510 PALMA PLZ,FRIDAY,J Angelo Design build,78639
Residential,78703.0,1510 W 24TH ST,LOT 12 PEMBERTON HEIGHTS SEC 12,0.0,800.0,1510 W 24TH ST,FRIDAY,MG CONSTRUCTION WORKS LLC,78737-8854
Residential,78731.0,4311 DEEPWOODS DR,LOT 1 BLK A VISTA WEST 1,0.0,0.0,4311 DEEPWOODS DR,THURSDAY,"Cody Pools, Inc.",78626
Residential,78731.0,3001 VILLAGE DR,LOT 29 BLK L HIGHLAND VILLAGE SEC 2 PT 2,0.0,1954.0,3001 VILLAGE DR,MONDAY,DAR Construction,78714-2028
Residential,78731.0,3001 VILLAGE DR,LOT 29 BLK L HIGHLAND VILLAGE SEC 2 PT 2,0.0,260.0,3001 VILLAGE DR,MONDAY,DAR Construction,78714-2028
Residential,78703.0,1710 MOHLE DR,LOT 21 BLK 2 BRYKERWOODS C,0.0,0.0,1710 MOHLE DR,TUESDAY,DAR Construction,78714-2028
Residential,78703.0,1710 MOHLE DR,LOT 21 BLK 2 BRYKERWOODS C,0.0,0.0,1710 MOHLE DR,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,312 W MONROE ST,LOT 11 BLK 1B SWISHER ADDN UNRECORDED,0.0,0.0,312 W MONROE ST,FRIDAY,SE Builds LLC,78704
Residential,78704.0,312 W MONROE ST,LOT 11 BLK 1B SWISHER ADDN UNRECORDED,0.0,0.0,312 W MONROE ST,FRIDAY,SE Builds LLC,78704
Residential,78704.0,1005 W MONROE ST,LOT 3 BLK F CAPITAL HEIGHTS,0.0,0.0,1005 W MONROE ST,TUESDAY,Tusker Development,78731
Residential,78704.0,507 LELAND ST,LOT 13 PLEASANT VIEW ADDN,0.0,0.0,507 LELAND ST,MONDAY,McCarley's LLC,78681
Residential,78704.0,507 LELAND ST,LOT 13 PLEASANT VIEW ADDN,0.0,0.0,507 LELAND ST,MONDAY,McCarley's LLC,78681
Residential,78702.0,2000 HASKELL ST,LOT 9 BLK H OLT 6061 DIV O DRIVING PARK ADDN,0.0,0.0,2000 HASKELL ST,MONDAY,UNIT Construction,78721
Residential,78702.0,2009 CANTERBURY ST,LOT 4 BLK B OLT 4950 DIV O DRIVING PARK ADDN,0.0,0.0,2009 CANTERBURY ST,WEDNESDAY,Pecan Valley Homes LLC***MAIN***,78732
Residential,78704.0,1901 BLUE CREST DR,LOT 15 CHASEWOOD ADDN,0.0,1598.0,1901 BLUE CREST DR,MONDAY,DAR Construction,78714-2028
Residential,78745.0,4717 MOUNT VERNON DR,LOT 13 BLK H GREENWOOD FOREST SEC 2,0.0,0.0,4717 MOUNT VERNON DR,TUESDAY,ATX Pro Builders,78745
Commercial,78758.0,8965 RESEARCH BLVD SVRD NB,LOT 1 BILTMORE PLAZA AMENDED PLAT OF LOTS 1  2,0.0,0.0,8965 RESEARCH BLVD SVRD NB,MONDAY,Midwest Wrecking Co. of Texas,76161
Residential,78757.0,1508 PAYNE AVE,E35FT OF LOT 23  W25FT OF LOT 24 BLK L VIOLET CROWN HEIGHTS SEC 2 RESUB,0.0,0.0,1508 PAYNE AVE,FRIDAY,Smyth Homes,78751
Residential,78757.0,1508 PAYNE AVE,E35FT OF LOT 23  W25FT OF LOT 24 BLK L VIOLET CROWN HEIGHTS SEC 2 RESUB,0.0,0.0,1508 PAYNE AVE,FRIDAY,Smyth Homes,78751
Commercial,78752.0,1000 ATKINSON RD,,0.0,0.0,1000 ATKINSON RD,FRIDAY,Precise Custom Homes Inc **MAIN**,78660
Residential,78703.0,1816 W 11TH ST,01834 AC OF LOT 9 MAAS ADDN,0.0,1500.0,1816 W 11TH ST,MONDAY,Precise Custom Homes Inc **MAIN**,78660
Residential,78703.0,1816 W 11TH ST,01834 AC OF LOT 9 MAAS ADDN,0.0,1200.0,1816 W 11TH ST,MONDAY,Precise Custom Homes Inc **MAIN**,78660
Residential,78703.0,1505 W 3RD ST,974 AC OF OLT 1 DIVISION Z,0.0,669.0,1505 W 3RD ST,MONDAY,The Demo Company LLC,75235
Residential,78703.0,1505 W 3RD ST,974 AC OF OLT 1 DIVISION Z,0.0,619.0,1505 W 3RD ST,MONDAY,The Demo Company LLC,75235
Residential,78703.0,1505 W 3RD ST,974 AC OF OLT 1 DIVISION Z,0.0,400.0,1505 W 3RD ST,MONDAY,The Demo Company LLC,75235
Residential,78703.0,1505 W 3RD ST,974 AC OF OLT 1 DIVISION Z,0.0,1147.0,1505 W 3RD ST,MONDAY,The Demo Company LLC,75235
Residential,78703.0,1505 W 3RD ST,974 AC OF OLT 1 DIVISION Z,0.0,729.0,1505 W 3RD ST,MONDAY,The Demo Company LLC,75235
Residential,78703.0,1706 WINDSOR RD,LOT 19 OLT 78 DIV Z AND ADJ 5 FT OF ALLEY ENFIELD B,0.0,600.0,1706 WINDSOR RD,TUESDAY,J Pinnelli Company,78763
Residential,78732.0,12889 PARK DR,,0.0,3000.0,12889 PARK DR,TUESDAY,Pecan Valley Homes LLC***MAIN***,78732
Residential,78721.0,4901 SANTA ANNA ST,LOT 16 BLK 5 CHERNOSKY NO 8,0.0,0.0,4901 SANTA ANNA ST,MONDAY,Juneberry Homes,78746
Residential,78757.0,7810 HARDY DR,LOT B SYLVESTER ADDN,0.0,660.0,7810 HARDY DR,TUESDAY,Arise Homes LLC,78728
Residential,78731.0,4505 BULL CREEK RD,LOT 3 SHOAL VILLAGE SEC 1,0.0,0.0,4505 BULL CREEK RD,TUESDAY,TCC Builders,78746
Residential,78704.0,2501 S 6TH ST,LOT 5 BLK C LA PERLA,0.0,0.0,2501 S 6TH ST,THURSDAY,"CRX, Inc.",78640
Residential,78702.0,1110 3/4 FIESTA ST,LOT 6 OLT 44 DIV A GLENMAR,0.0,0.0,1110 3/4 FIESTA ST,WEDNESDAY,"Delpro Enterprises, LLC",78765
Residential,78745.0,608 CLIFFORD DR,1908 AC BLK 8D BOULDIN J E ESTATE,0.0,0.0,608 CLIFFORD DR,TUESDAY,GCDD CONSTRUCTION [Main],78701
Residential,78757.0,5909 NASCO DR,LOT 24 ALLANDALE SEC 4,0.0,0.0,5909 NASCO DR,THURSDAY,Southwest Destructors****MAIN***,78763
Residential,78757.0,6404 WILBUR DR,LOT 69 TREADWELL ADDN SEC 2,0.0,0.0,6404 WILBUR DR,THURSDAY,Sylvan Glade Homes LLC,78758
Commercial,78759.0,5914 LOST HORIZON DR,LOT 7 BLK A GREAT HILLS GOLF COURSE 2 LT 7 BLK A  AMD PHS II SEC 1  GREAT HILLS STREET DEDICATION  VAR SUR ACR 126471 TOTAL,0.0,6575.0,5914 LOST HORIZON DR,MONDAY,Club Design Associates,76114
Commercial,78759.0,5914 LOST HORIZON DR,LOT 7 BLK A GREAT HILLS GOLF COURSE 2 LT 7 BLK A  AMD PHS II SEC 1  GREAT HILLS STREET DEDICATION  VAR SUR ACR 126471 TOTAL,0.0,6575.0,5914 LOST HORIZON DR,MONDAY,Club Design Associates,76114
Residential,78704.0,2119 BARTON HILLS DR,LOT 12 BLK U BARTON HILLS SEC 3,0.0,0.0,2119 BARTON HILLS DR,FRIDAY,Cobb Development LLC,78745
Residential,78704.0,509 EL PASO ST,LOT 11 HUNTER ADDN,0.0,640.0,509 EL PASO ST,MONDAY,South Austin Development Group LLC (MAIN),78739
Residential,78757.0,5909 CARY DR,LOT 8 BLK A ALLANDALE OAKS,0.0,0.0,5909 CARY DR,WEDNESDAY,DAR Construction,78714-2028
Commercial,78701.0,600 W 5TH ST,LOT 3  4 BLOCK 050 ORIGINAL CITY,0.0,0.0,600 W 5TH ST,WEDNESDAY,The Demo Company LLC,75235
Residential,78731.0,3606 FALL TRL,LOT 1 BLK C MOUNT BONNELL TERRACE SEC 2,0.0,0.0,3606 FALL TRL,MONDAY,McCarley's LLC,78681
Residential,78745.0,5222 MEADOW CREEK DR,LOT 6 BLK C EMERALD FOREST SEC 4,0.0,1083.0,5222 MEADOW CREEK DR,FRIDAY,"Paradisa Homes, LLC***MAIN***",78752
Residential,78704.0,405 KREBS LN,LOT 9 BLK C WILLIAMSON SUBD SEC 2,0.0,0.0,405 KREBS LN,MONDAY,Habitat Haus LLC,78735
Residential,78704.0,405 KREBS LN,LOT 9 BLK C WILLIAMSON SUBD SEC 2,0.0,0.0,405 KREBS LN,MONDAY,Habitat Haus LLC,78735
Residential,78702.0,509 VERMONT RD,LOT 7 BLK 1 OLT 16 DIV A PIPKIN ADDN NO 2,0.0,0.0,509 VERMONT RD,TUESDAY,Harlan Mac Construction LLC **MAIN**,78717
Residential,78721.0,1709 E M FRANKLIN AVE,LOT 3 1709 E M FRANKLIN SUBD,0.0,0.0,1709 E M FRANKLIN AVE,WEDNESDAY,DAR Construction,78714-2028
Residential,78757.0,1416 DWYCE DR,LOT 42 BELLAIRE HEIGHTS SEC 2,0.0,0.0,1416 DWYCE DR,THURSDAY,Dawson Lupul Builders *MAIN*,78759
Residential,78745.0,303 CHAPARRAL RD,LOT 12   E 12 OF LOT 11 BLK A CIRCLE S RIDGE SEC 1,0.0,0.0,303 CHAPARRAL RD,FRIDAY,Rundog Real Estate Group,78404
Residential,78745.0,303 CHAPARRAL RD,LOT 12   E 12 OF LOT 11 BLK A CIRCLE S RIDGE SEC 1,0.0,0.0,303 CHAPARRAL RD,FRIDAY,Rundog Real Estate Group,78404
Residential,78704.0,702 HUERTA ST,LOT 6 BLK E OAK RIDGE HEIGHTS SEC 1,0.0,0.0,702 HUERTA ST,FRIDAY,"Paradisa Homes, LLC***MAIN***",78752
Residential,78704.0,702 HUERTA ST,LOT 6 BLK E OAK RIDGE HEIGHTS SEC 1,0.0,0.0,702 HUERTA ST,FRIDAY,"Paradisa Homes, LLC***MAIN***",78752
Commercial,78759.0,9500 RESEARCH BLVD SVRD SB,LOT 1 ECHELON THE LOT 1 ECHELON SEC 2 THE LESS 221AC ROW,0.0,0.0,9500 RESEARCH BLVD SVRD SB,TUESDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78701.0,416 W 12TH ST,LOT 1  PART OF LOT 2 BLOCK 150 ORIGINAL CITY,0.0,0.0,416 W 12TH ST,THURSDAY,Building Abatement Demolition Co Inc,78642
Commercial,78704.0,511 W LIVE OAK ST,LOT 13 BLK 2 BOULDIN ADDN SOUTH EXTENSION,0.0,0.0,511 W LIVE OAK ST,MONDAY,"IE2 CONSTRUCTION, INC",78758
Commercial,78704.0,511 W LIVE OAK ST,LOT 13 BLK 2 BOULDIN ADDN SOUTH EXTENSION,0.0,0.0,511 W LIVE OAK ST,MONDAY,"IE2 CONSTRUCTION, INC",78758
Commercial,78704.0,511 W LIVE OAK ST,LOT 13 BLK 2 BOULDIN ADDN SOUTH EXTENSION,0.0,0.0,511 W LIVE OAK ST,MONDAY,"IE2 CONSTRUCTION, INC",78758
Commercial,78704.0,1615 S LAMAR BLVD,3340 AC OF LOT 12 EVERGREEN HEIGHTS,0.0,0.0,1615 S LAMAR BLVD,MONDAY,"AMP Constructors, LLC",78748
Residential,78752.0,205 W CROSLIN ST,LOT 2 BLK B BILLS ADDN SEC 1,0.0,0.0,205 W CROSLIN ST,FRIDAY,Homebound,76549
Residential,78703.0,1006 WINSTED LN,LOT 2  S 6 FT OF LOT 1 JOHNSON CARLTON SUBD,0.0,0.0,1006 WINSTED LN,TUESDAY,DAR Construction,78714-2028
Residential,78721.0,4905 PROCK LN,LOT 9C RESUB OF LOT 9 PROCK G C SUBD,0.0,0.0,4905 PROCK LN,TUESDAY,DAR Construction,78714-2028
Residential,78721.0,4905 PROCK LN,LOT 9C RESUB OF LOT 9 PROCK G C SUBD,0.0,0.0,4905 PROCK LN,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,1903 BLUE CREST DR,LOT 16A RESUB OF LOTS 1617 CHASEWOOD ADDN,0.0,0.0,1903 BLUE CREST DR,TUESDAY,DAR Construction,78714-2028
Residential,78757.0,1304 RICHCREEK RD,E 20FT OF LOT 4  W 55FT OF LOT 5 BLK O CRESTVIEW ADDN SEC 7,0.0,0.0,1304 RICHCREEK RD,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,3204 GARDEN VILLA LN,LOT 14 BLK L GARDEN OAKS SEC 1,0.0,0.0,3204 GARDEN VILLA LN,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,3204 GARDEN VILLA LN,LOT 14 BLK L GARDEN OAKS SEC 1,0.0,0.0,3204 GARDEN VILLA LN,TUESDAY,DAR Construction,78714-2028
Residential,78745.0,4616 RICHMOND AVE,LOT 13 BLK C GREENWOOD FOREST SEC 2,0.0,0.0,4616 RICHMOND AVE,FRIDAY,Moore Tate Project and Design,78702
Residential,78704.0,3300 WESTHILL DR,LOT 109 WEST PARK ADDN,0.0,2010.0,3300 WESTHILL DR,THURSDAY,Hayes Builders LLC,78750
Residential,78702.0,2614 E 2ND ST,LOT 8 BLK 3 HIGHWAY ADDN,0.0,0.0,2614 E 2ND ST,TUESDAY,DAR Construction,78714-2028
Residential,78702.0,2614 E 2ND ST,LOT 8 BLK 3 HIGHWAY ADDN,0.0,0.0,2614 E 2ND ST,TUESDAY,DAR Construction,78714-2028
Residential,78702.0,2614 E 2ND ST,LOT 8 BLK 3 HIGHWAY ADDN,0.0,0.0,2614 E 2ND ST,TUESDAY,DAR Construction,78714-2028
Residential,78702.0,2603 E 3RD ST,LOT 2 BLK 2 OLT 2728 DIV O CHERNOSKY NO 3,0.0,0.0,2603 E 3RD ST,MONDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78704.0,1814 ASHBY AVE,LOT 5 BLK D SOUTH LUND SOUTH,0.0,936.0,1814 ASHBY AVE,TUESDAY,Newcastle Homes,78751
Residential,78704.0,2118 ANN ARBOR AVE,LOT 1 AVON HEIGHTS SEC 6,0.0,2400.0,2118 ANN ARBOR AVE,TUESDAY,Newcastle Homes,78751
Commercial,78702.0,4713 E CESAR CHAVEZ ST,10882 AC OF LOT 1 BLK 3 DEETS E H ET AL ESTATE,0.0,0.0,4713 E CESAR CHAVEZ ST,WEDNESDAY,Satterfield & Pontikes Construction Inc,77079
Residential,78745.0,409 CLOVER CT,LOT 14 ALAMO HEIGHTS SEC 2,0.0,888.0,409 CLOVER CT,THURSDAY,McCarley's LLC,78681
Residential,78704.0,1505 HILLMONT ST,LOT 12 BLK C BLUFF VIEW,0.0,0.0,1505 HILLMONT ST,MONDAY,Absolute Demolition Inc. main***,78630
Residential,78704.0,1505 HILLMONT ST,LOT 12 BLK C BLUFF VIEW,0.0,0.0,1505 HILLMONT ST,MONDAY,Absolute Demolition Inc. main***,78630
Residential,78704.0,1505 HILLMONT ST,LOT 12 BLK C BLUFF VIEW,0.0,0.0,1505 HILLMONT ST,MONDAY,Absolute Demolition Inc. main***,78630
Residential,78702.0,2002 RIVERVIEW ST,LOT 10 BLK J OLT 6061 DIV O DRIVING PARK ADDN,0.0,0.0,2002 RIVERVIEW ST,WEDNESDAY,Mosier Luxury Homes LLC,78705
Residential,78702.0,910 MANSELL AVE,S 50FT OF LOT 8 BLK 4 GULLETT GARDENS NO 2,0.0,0.0,910 MANSELL AVE,FRIDAY,Azul Modern Homes LLC,78721
Residential,78702.0,910 MANSELL AVE,S 50FT OF LOT 8 BLK 4 GULLETT GARDENS NO 2,0.0,0.0,910 MANSELL AVE,FRIDAY,Azul Modern Homes LLC,78721
Residential,78704.0,2308 ARPDALE ST,LOT 2 RABB VIEW ESTATES SEC 1,0.0,0.0,2308 ARPDALE ST,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,2308 ARPDALE ST,LOT 2 RABB VIEW ESTATES SEC 1,0.0,0.0,2308 ARPDALE ST,TUESDAY,DAR Construction,78714-2028
Residential,78703.0,2308 WOODLAWN BLVD,LOT 24  N 8701 FT LOT 25 SUNSET HILL ENFIELD,0.0,0.0,2308 WOODLAWN BLVD,THURSDAY,"Bo Bezdek Builder, Inc.",78738
Residential,78757.0,5911 SHOAL CREEK BLVD,LOT 22 BLK B ALLANDALE OAKS,0.0,0.0,5911 SHOAL CREEK BLVD,TUESDAY,Sago Homes,78757
Residential,78704.0,2604 FOXGLEN DR,LOT 4 BLK C BARTON HILLS SEC 6,0.0,0.0,2604 FOXGLEN DR,TUESDAY,Cobb Development LLC,78745
Residential,78757.0,2608 TWIN OAKS DR,LOT 7 BLK D EDGEWOOD SEC 1,0.0,0.0,2608 TWIN OAKS DR,TUESDAY,Newcastle Homes,78751
Residential,78704.0,2605 ROCKINGHAM DR,LOT 15 BLK M BARTON HILLS SEC 3,0.0,1765.0,2605 ROCKINGHAM DR,FRIDAY,"Capstone Custom Homes, Inc.",78620
Residential,78756.0,5006 LYNNDALE DR,55X138FT OF BLK 32 WALLING PLACE,0.0,0.0,5006 LYNNDALE DR,THURSDAY,Absolute Demolition Inc. main***,78630
Residential,78703.0,2502 INDIAN TRL,LOT 4  W 12 OF LOT 5 LESS W 2 FT OF LOT 4 TARRY TOWN NO 5,0.0,0.0,2502 INDIAN TRL,FRIDAY,GOSSETT & COMPANY LLC,78705
Residential,78703.0,2502 INDIAN TRL,LOT 4  W 12 OF LOT 5 LESS W 2 FT OF LOT 4 TARRY TOWN NO 5,0.0,0.0,2502 INDIAN TRL,FRIDAY,GOSSETT & COMPANY LLC,78705
Residential,78751.0,1004 ELLINGSON LN,LOT 9 OLT 18 DIV C BRASWELL SUBD,0.0,1312.0,1004 ELLINGSON LN,THURSDAY,ALC Demolition & Construction,78660
Residential,78751.0,1004 ELLINGSON LN,LOT 9 OLT 18 DIV C BRASWELL SUBD,0.0,216.0,1004 ELLINGSON LN,THURSDAY,ALC Demolition & Construction,78660
Residential,78745.0,4408 JINX AVE,N50FT OF LOT 11 BLK F BANISTER ACRES SEC 2,0.0,0.0,4408 JINX AVE,THURSDAY,"Jack Boothe Construction, LLC(MAIN)",78704
Residential,78759.0,5703 SIERRA MADRE,LOT 2 BLK D SUMMIT OAKS SEC 2,0.0,0.0,5703 SIERRA MADRE,THURSDAY,"Zach Savage Homes, LLC",78750
Residential,78703.0,1517 MURRAY LN,LOT 33  N5 FT OF LOT 32 OLT 78 DIV Z AND ADJ 5 FT OF ALLEY ENFIELD B,0.0,2431.0,1517 MURRAY LN,MONDAY,Melde Construction Company (Main),78701
Residential,78703.0,1517 MURRAY LN,LOT 33  N5 FT OF LOT 32 OLT 78 DIV Z AND ADJ 5 FT OF ALLEY ENFIELD B,0.0,973.0,1517 MURRAY LN,MONDAY,Melde Construction Company (Main),78701
Residential,78703.0,1517 MURRAY LN,LOT 33  N5 FT OF LOT 32 OLT 78 DIV Z AND ADJ 5 FT OF ALLEY ENFIELD B,0.0,552.0,1517 MURRAY LN,MONDAY,Melde Construction Company (Main),78701
Residential,78703.0,1104 TOYATH ST,CEN 50 FT OF ORIG LOT 6 BLK 13 MAAS ADDN,0.0,0.0,1104 TOYATH ST,WEDNESDAY,"Paradisa Homes, LLC***MAIN***",78752
Residential,78703.0,1314 WESTOVER RD,LOT 12 BLK 2 EDGEMONT,0.0,2667.0,1314 WESTOVER RD,THURSDAY,LOHR Homes,78731
Residential,78703.0,1314 WESTOVER RD,LOT 12 BLK 2 EDGEMONT,0.0,400.0,1314 WESTOVER RD,THURSDAY,LOHR Homes,78731
Residential,78703.0,2518 HARRIS BLVD,LOT 9  S 10 FT OF LOT 8 BLK 8 PEMBERTON HEIGHTS SEC 2,0.0,0.0,2518 HARRIS BLVD,FRIDAY,Rhodes-Powell-Contreras DBA Arrowhead Construction,78716
Residential,78703.0,2518 HARRIS BLVD,LOT 9  S 10 FT OF LOT 8 BLK 8 PEMBERTON HEIGHTS SEC 2,0.0,0.0,2518 HARRIS BLVD,FRIDAY,Rhodes-Powell-Contreras DBA Arrowhead Construction,78716
Residential,78722.0,2100 CHICON ST,49 X 130FT OF LOT 12 OLT 45 DIVISION B,0.0,0.0,2100 CHICON ST,SUNDAY,"Sianna Construcion Group, LLC.",78741
